T_SIGN	BLOCK	ACTUAL_PE	PE_AVE	ERROR
1	202	-0.0418818	-0.0350749	0.000211104
1	203	-0.0419892	-0.035109	0.000212794
1	204	-0.0420973	-0.0351433	0.00021449
1	205	-0.0422064	-0.0351777	0.000216193
1	206	-0.0423164	-0.0352124	0.000217904
1	207	-0.0424272	-0.0352472	0.000219621
1	208	-0.0425389	-0.0352823	0.000221345
1	209	-0.0426516	-0.0353175	0.000223077
1	210	-0.0427651	-0.035353	0.000224816
1	211	-0.0428795	-0.0353887	0.000226563
1	212	-0.0429949	-0.0354245	0.000228317
1	213	-0.0431112	-0.0354606	0.00023008
1	214	-0.0432285	-0.0354969	0.00023185
1	215	-0.0433467	-0.0355334	0.000233629
1	216	-0.0434658	-0.0355702	0.000235416
1	217	-0.0435859	-0.0356071	0.000237211
1	218	-0.043707	-0.0356443	0.000239015
1	219	-0.0438291	-0.0356816	0.000240828
1	220	-0.0439522	-0.0357192	0.00024265
1	221	-0.0440762	-0.035757	0.000244481
1	222	-0.0442013	-0.0357951	0.000246321
1	223	-0.0443274	-0.0358333	0.00024817
1	224	-0.0444545	-0.0358718	0.000250028
1	225	-0.0445826	-0.0359105	0.000251897
1	226	-0.0447118	-0.0359495	0.000253775
1	227	-0.044842	-0.0359887	0.000255662
1	228	-0.0449733	-0.0360281	0.00025756
1	229	-0.0451057	-0.0360677	0.000259468
1	230	-0.0452392	-0.0361076	0.000261386
1	231	-0.0453737	-0.0361477	0.000263314
1	232	-0.0455094	-0.036188	0.000265253
1	233	-0.0456461	-0.0362286	0.000267203
1	234	-0.045784	-0.0362695	0.000269163
1	235	-0.045923	-0.0363106	0.000271134
1	236	-0.0460632	-0.0363519	0.000273117
1	237	-0.0462045	-0.0363935	0.00027511
1	238	-0.046347	-0.0364353	0.000277115
1	239	-0.0464907	-0.0364773	0.000279131
1	240	-0.0466356	-0.0365197	0.000281158
1	241	-0.0467817	-0.0365623	0.000283198
1	242	-0.0469289	-0.0366051	0.000285249
1	243	-0.0470774	-0.0366482	0.000287312
1	244	-0.0472272	-0.0366915	0.000289388
1	245	-0.0473782	-0.0367352	0.000291475
1	246	-0.0475305	-0.036779	0.000293575
1	247	-0.047684	-0.0368232	0.000295688
1	248	-0.0478388	-0.0368676	0.000297813
1	249	-0.047995	-0.0369123	0.000299951
1	250	-0.0481524	-0.0369573	0.000302102
1	251	-0.0483112	-0.0370025	0.000304266
1	252	-0.0484713	-0.037048	0.000306444
1	253	-0.0486328	-0.0370938	0.000308634
1	254	-0.0487957	-0.0371399	0.000310839
1	255	-0.0489599	-0.0371862	0.000313057
1	256	-0.0491255	-0.0372329	0.000315289
1	257	-0.0492926	-0.0372798	0.000317535
1	258	-0.0494611	-0.037327	0.000319795
1	259	-0.049631	-0.0373745	0.000322069
1	260	-0.0498024	-0.0374223	0.000324358
1	261	-0.0499753	-0.0374704	0.000326662
1	262	-0.0501496	-0.0375188	0.00032898
1	263	-0.0503255	-0.0375675	0.000331314
1	264	-0.0505029	-0.0376165	0.000333662
1	265	-0.0505138	-0.0376652	0.000335934
1	266	-0.0506925	-0.0377141	0.000338222
1	267	-0.0508751	-0.0377634	0.000340528
1	268	-0.0510594	-0.037813	0.000342853
1	269	-0.0512452	-0.037863	0.000345195
1	270	-0.0514327	-0.0379132	0.000347556
1	271	-0.0516219	-0.0379638	0.000349935
1	272	-0.0518127	-0.0380147	0.000352333
1	273	-0.0520052	-0.038066	0.00035475
1	274	-0.0521994	-0.0381176	0.000357186
1	275	-0.0523953	-0.0381695	0.000359641
1	276	-0.052593	-0.0382217	0.000362115
1	277	-0.0527924	-0.0382743	0.000364608
1	278	-0.0529936	-0.0383273	0.00036712
1	279	-0.0531967	-0.0383806	0.000369653
1	280	-0.0534015	-0.0384342	0.000372205
1	281	-0.0536082	-0.0384882	0.000374777
1	282	-0.0538168	-0.0385426	0.000377369
1	283	-0.0540273	-0.0385973	0.000379982
1	284	-0.0542397	-0.0386524	0.000382615
1	285	-0.0544541	-0.0387078	0.000385269
1	286	-0.0546704	-0.0387636	0.000387944
1	287	-0.0548887	-0.0388198	0.000390639
1	288	-0.055109	-0.0388764	0.000393356
1	289	-0.0553314	-0.0389333	0.000396094
1	290	-0.0555558	-0.0389906	0.000398854
1	291	-0.0557823	-0.0390483	0.000401636
1	292	-0.056011	-0.0391064	0.00040444
1	293	-0.0562418	-0.0391649	0.000407266
1	294	-0.0564747	-0.0392238	0.000410114
1	295	-0.0567099	-0.0392831	0.000412985
1	296	-0.0569472	-0.0393427	0.00041588
1	297	-0.0571868	-0.0394028	0.000418797
1	298	-0.0574288	-0.0394633	0.000421737
1	299	-0.057673	-0.0395242	0.000424701
1	300	-0.0579195	-0.0395855	0.000427689
1	301	-0.0581685	-0.0396473	0.000430701
1	302	-0.0584198	-0.0397094	0.000433737
1	303	-0.0586736	-0.039772	0.000436798
1	304	-0.0589298	-0.039835	0.000439884
1	305	-0.0591885	-0.0398985	0.000442995
1	306	-0.0594498	-0.0399624	0.000446131
1	307	-0.0597136	-0.0400267	0.000449293
1	308	-0.05998	-0.0400915	0.00045248
1	309	-0.0602491	-0.0401567	0.000455694
1	310	-0.0605208	-0.0402224	0.000458935
1	311	-0.0607952	-0.0402886	0.000462202
1	312	-0.0610723	-0.0403552	0.000465496
1	313	-0.0613523	-0.0404223	0.000468818
1	314	-0.061635	-0.0404898	0.000472167
1	315	-0.0619254	-0.0405579	0.000475546
1	316	-0.0623018	-0.0406267	0.000478994
1	317	-0.0625936	-0.040696	0.000482469
1	318	-0.0628884	-0.0407658	0.000485973
1	319	-0.0631862	-0.0408361	0.000489506
1	320	-0.063487	-0.0409068	0.000493067
1	321	-0.063791	-0.0409781	0.000496658
1	322	-0.0640981	-0.0410499	0.000500279
1	323	-0.0644083	-0.0411223	0.00050393
1	324	-0.0647218	-0.0411951	0.000507611
1	325	-0.0650386	-0.0412685	0.000511324
1	326	-0.0653586	-0.0413424	0.000515067
1	327	-0.0656821	-0.0414168	0.000518842
1	328	-0.0660089	-0.0414918	0.00052265
1	329	-0.0663393	-0.0415673	0.00052649
1	330	-0.0666731	-0.0416434	0.000530362
1	331	-0.0670105	-0.04172	0.000534269
1	332	-0.0673515	-0.0417972	0.000538208
1	333	-0.0676961	-0.041875	0.000542183
1	334	-0.0680445	-0.0419533	0.000546191
1	335	-0.0683966	-0.0420323	0.000550235
1	336	-0.0687526	-0.0421118	0.000554315
1	337	-0.0691125	-0.0421919	0.00055843
1	338	-0.0694762	-0.0422726	0.000562582
1	339	-0.069844	-0.042354	0.000566771
1	340	-0.0702158	-0.0424359	0.000570997
1	341	-0.0705918	-0.0425185	0.000575262
1	342	-0.0709719	-0.0426017	0.000579565
1	343	-0.0713562	-0.0426855	0.000583907
1	344	-0.0717449	-0.04277	0.000588288
1	345	-0.0721378	-0.0428551	0.000592709
1	346	-0.0725353	-0.0429409	0.000597172
1	347	-0.0729372	-0.0430273	0.000601675
1	348	-0.0733436	-0.0431145	0.00060622
1	349	-0.0737547	-0.0432022	0.000610807
1	350	-0.0741705	-0.0432907	0.000615437
1	351	-0.074591	-0.0433799	0.000620111
1	352	-0.0750164	-0.0434698	0.000624828
1	353	-0.0754467	-0.0435604	0.00062959
1	354	-0.0758819	-0.0436517	0.000634398
1	355	-0.0763223	-0.0437437	0.000639251
1	356	-0.0767677	-0.0438365	0.000644151
1	357	-0.0772184	-0.04393	0.000649098
1	358	-0.0776743	-0.0440242	0.000654093
1	359	-0.0781357	-0.0441192	0.000659136
1	360	-0.0786025	-0.044215	0.000664229
1	361	-0.0791033	-0.0443117	0.000669382
1	362	-0.0796312	-0.0444092	0.000674606
1	363	-0.0801151	-0.0445076	0.000679881
1	364	-0.0806048	-0.0446068	0.000685208
1	365	-0.0811004	-0.0447068	0.000690586
1	366	-0.0816019	-0.0448076	0.000696018
1	367	-0.0821096	-0.0449092	0.000701504
1	368	-0.0826234	-0.0450117	0.000707044
1	369	-0.0831435	-0.045115	0.000712639
1	370	-0.0836699	-0.0452192	0.000718291
1	371	-0.0842028	-0.0453243	0.000724
1	372	-0.0847423	-0.0454303	0.000729767
1	373	-0.0852884	-0.0455371	0.000735592
1	374	-0.0858413	-0.0456449	0.000741477
1	375	-0.0864011	-0.0457536	0.000747423
1	376	-0.0869678	-0.0458632	0.00075343
1	377	-0.0875417	-0.0459737	0.000759499
1	378	-0.0881228	-0.0460852	0.000765631
1	379	-0.0887112	-0.0461977	0.000771827
1	380	-0.089307	-0.0463112	0.000778089
1	381	-0.0899104	-0.0464256	0.000784416
1	382	-0.0905215	-0.046541	0.000790811
1	383	-0.0911404	-0.0466575	0.000797274
1	384	-0.0917672	-0.0467749	0.000803805
1	385	-0.092402	-0.0468935	0.000810407
1	386	-0.093045	-0.047013	0.00081708
1	387	-0.0936964	-0.0471337	0.000823825
1	388	-0.0943562	-0.0472554	0.000830643
1	389	-0.0950245	-0.0473782	0.000837536
1	390	-0.0957016	-0.0475021	0.000844504
1	391	-0.0963876	-0.0476271	0.000851549
1	392	-0.0970825	-0.0477533	0.000858671
1	393	-0.0977866	-0.0478806	0.000865873
1	394	-0.0985	-0.048009	0.000873155
1	395	-0.0992229	-0.0481387	0.000880518
1	396	-0.0999553	-0.0482695	0.000887964
1	397	-0.100728	-0.0484017	0.000895505
1	398	-0.101538	-0.0485352	0.000903152
1	399	-0.102307	-0.04867	0.000910888
1	400	-0.10308	-0.048806	0.000918711
1	401	-0.103864	-0.0489433	0.000926623
1	402	-0.104658	-0.0490819	0.000934625
1	403	-0.105462	-0.0492218	0.000942719
1	404	-0.106278	-0.049363	0.000950905
1	405	-0.107105	-0.0495056	0.000959186
1	406	-0.107943	-0.0496495	0.000967562
1	407	-0.108792	-0.0497948	0.000976036
1	408	-0.109653	-0.0499415	0.000984608
1	409	-0.110526	-0.0500897	0.000993281
1	410	-0.111411	-0.0502392	0.00100206
1	411	-0.112308	-0.0503902	0.00101093
1	412	-0.113218	-0.0505427	0.00101992
1	413	-0.11414	-0.0506967	0.00102901
1	414	-0.115075	-0.0508522	0.0010382
1	415	-0.116023	-0.0510093	0.00104751
1	416	-0.116984	-0.0511679	0.00105693
1	417	-0.117959	-0.051328	0.00106646
1	418	-0.118948	-0.0514898	0.00107611
1	419	-0.11995	-0.0516532	0.00108588
1	420	-0.120967	-0.0518182	0.00109576
1	421	-0.121998	-0.0519849	0.00110576
1	422	-0.123043	-0.0521533	0.00111589
1	423	-0.124104	-0.0523234	0.00112614
1	424	-0.125179	-0.0524952	0.00113652
1	425	-0.12627	-0.0526688	0.00114702
1	426	-0.127376	-0.0528442	0.00115766
1	427	-0.128498	-0.0530214	0.00116843
1	428	-0.129636	-0.0532004	0.00117933
1	429	-0.130791	-0.0533812	0.00119037
1	430	-0.131962	-0.053564	0.00120155
1	431	-0.13315	-0.0537486	0.00121287
1	432	-0.134355	-0.0539352	0.00122433
1	433	-0.135578	-0.0541238	0.00123593
1	434	-0.136818	-0.0543143	0.00124769
1	435	-0.138076	-0.0545069	0.00125959
1	436	-0.139352	-0.0547015	0.00127164
1	437	-0.140647	-0.0548981	0.00128385
1	438	-0.141961	-0.0550969	0.00129622
1	439	-0.143294	-0.0552978	0.00130874
1	440	-0.144646	-0.0555009	0.00132143
1	441	-0.146018	-0.0557061	0.00133428
1	442	-0.14741	-0.0559136	0.00134729
1	443	-0.148822	-0.0561233	0.00136048
1	444	-0.150255	-0.0563353	0.00137383
1	445	-0.151708	-0.0565497	0.00138736
1	446	-0.153183	-0.0567663	0.00140107
1	447	-0.15468	-0.0569854	0.00141495
1	448	-0.156198	-0.0572068	0.00142902
1	449	-0.157738	-0.0574307	0.00144327
1	450	-0.159301	-0.0576571	0.00145771
1	451	-0.160887	-0.057886	0.00147234
1	452	-0.162496	-0.0581174	0.00148716
1	453	-0.164129	-0.0583515	0.00150218
1	454	-0.165785	-0.0585881	0.00151739
1	455	-0.167466	-0.0588274	0.00153281
1	456	-0.169171	-0.0590694	0.00154843
1	457	-0.170901	-0.0593141	0.00156426
1	458	-0.172655	-0.0595616	0.0015803
1	459	-0.174436	-0.0598118	0.00159655
1	460	-0.176242	-0.0600649	0.00161302
1	461	-0.178074	-0.0603209	0.0016297
1	462	-0.179933	-0.0605798	0.00164661
1	463	-0.181819	-0.0608417	0.00166375
1	464	-0.183732	-0.0611065	0.00168111
1	465	-0.185672	-0.0613744	0.0016987
1	466	-0.187639	-0.0616454	0.00171653
1	467	-0.189635	-0.0619194	0.0017346
1	468	-0.191659	-0.0621967	0.0017529
1	469	-0.193712	-0.0624771	0.00177145
1	470	-0.195794	-0.0627607	0.00179025
1	471	-0.197905	-0.0630477	0.0018093
1	472	-0.200045	-0.0633379	0.0018286
1	473	-0.202215	-0.0636315	0.00184815
1	474	-0.204415	-0.0639285	0.00186797
1	475	-0.206643	-0.064229	0.00188804
1	476	-0.208896	-0.0645329	0.00190838
1	477	-0.211178	-0.0648403	0.00192898
1	478	-0.213486	-0.0651513	0.00194985
1	479	-0.215817	-0.0654658	0.00197099
1	480	-0.218173	-0.065784	0.00199239
1	481	-0.220569	-0.0661058	0.00201407
1	482	-0.223016	-0.0664313	0.00203603
1	483	-0.225494	-0.0667607	0.00205828
1	484	-0.228003	-0.0670938	0.00208081
1	485	-0.230544	-0.0674308	0.00210363
1	486	-0.233116	-0.0677717	0.00212675
1	487	-0.235719	-0.0681166	0.00215016
1	488	-0.238353	-0.0684654	0.00217387
1	489	-0.241017	-0.0688183	0.00219788
1	490	-0.243713	-0.0691752	0.00222219
1	491	-0.246438	-0.0695362	0.00224679
1	492	-0.249194	-0.0699014	0.00227171
1	493	-0.251979	-0.0702707	0.00229693
1	494	-0.254793	-0.0706443	0.00232245
1	495	-0.257636	-0.071022	0.00234828
1	496	-0.260506	-0.071404	0.00237442
1	497	-0.263404	-0.0717904	0.00240086
1	498	-0.266327	-0.072181	0.00242761
1	499	-0.269277	-0.072576	0.00245467
1	500	-0.27225	-0.0729753	0.00248203
1	501	-0.275247	-0.0733791	0.0025097
1	502	-0.278265	-0.0737872	0.00253767
1	503	-0.281304	-0.0741998	0.00256594
1	504	-0.284361	-0.0746167	0.00259451
1	505	-0.287431	-0.0750382	0.00262337
1	506	-0.290521	-0.075464	0.00265253
1	507	-0.293622	-0.0758943	0.00268197
1	508	-0.296734	-0.076329	0.00271169
1	509	-0.299854	-0.0767682	0.00274169
1	510	-0.302979	-0.0772117	0.00277196
1	511	-0.306108	-0.0776597	0.0028025
1	512	-0.309234	-0.078112	0.00283329
1	513	-0.31236	-0.0785686	0.00286432
1	514	-0.31547	-0.0790295	0.0028956
1	515	-0.318572	-0.0794946	0.00292709
1	516	-0.321649	-0.0799639	0.0029588
1	517	-0.324714	-0.0804373	0.00299071
1	518	-0.327751	-0.0809147	0.00302281
1	519	-0.330756	-0.0813961	0.00305507
1	520	-0.333726	-0.0818814	0.00308749
1	521	-0.336656	-0.0823704	0.00312005
1	522	-0.339536	-0.082863	0.00315273
1	523	-0.342356	-0.0833592	0.0031855
1	524	-0.345111	-0.0838587	0.00321835
1	525	-0.347789	-0.0843615	0.00325125
1	526	-0.350384	-0.0848672	0.00328417
1	527	-0.352884	-0.0853758	0.00331708
1	528	-0.355278	-0.085887	0.00334995
1	529	-0.357556	-0.0864005	0.00338276
1	530	-0.359705	-0.0869162	0.00341545
1	531	-0.361713	-0.0874337	0.003448
1	532	-0.363564	-0.0879527	0.00348037
1	533	-0.365245	-0.088473	0.00351251
1	534	-0.366739	-0.0889941	0.00354437
1	535	-0.36803	-0.0895156	0.00357592
1	536	-0.369099	-0.0900372	0.00360709
1	537	-0.369927	-0.0905585	0.00363783
1	538	-0.370494	-0.0910788	0.00366809
1	539	-0.370779	-0.0915977	0.00369781
1	540	-0.370758	-0.0921147	0.00372693
1	541	-0.370408	-0.0926291	0.00375537
1	542	-0.369702	-0.0931403	0.00378307
1	543	-0.368614	-0.0936476	0.00380997
1	544	-0.367117	-0.0941503	0.00383599
1	545	-0.365179	-0.0946476	0.00386105
1	546	-0.36277	-0.0951387	0.00388508
1	547	-0.359857	-0.0956226	0.003908
1	548	-0.356406	-0.0960985	0.00392974
1	549	-0.352382	-0.0965653	0.00395021
1	550	-0.347749	-0.097022	0.00396934
1	551	-0.342468	-0.0974675	0.00398706
1	552	-0.33649	-0.0979005	0.00400328
1	553	-0.329794	-0.0983198	0.00401794
1	554	-0.32233	-0.0987242	0.00403098
1	555	-0.314048	-0.0991121	0.00404235
1	556	-0.30492	-0.0994823	0.00405199
1	557	-0.294901	-0.0998331	0.00405987
1	558	-0.283949	-0.100163	0.00406599
1	559	-0.272024	-0.100471	0.00407032
1	560	-0.259086	-0.100754	0.00407289
1	561	-0.2451	-0.101011	0.00407375
1	562	-0.230029	-0.101241	0.00407297
1	563	-0.21384	-0.101441	0.00407064
1	564	-0.196496	-0.101609	0.00406691
1	565	-0.177998	-0.101744	0.00406196
1	566	-0.158311	-0.101844	0.00405601
1	567	-0.137425	-0.101907	0.00404934
1	568	-0.115334	-0.101931	0.00404228
1	569	-0.0920426	-0.101913	0.00403522
1	570	-0.0675623	-0.101853	0.00402859
1	571	-0.0419163	-0.101748	0.0040229
1	572	-0.0151384	-0.101597	0.00401871
1	573	0.0127256	-0.101397	0.00401665
1	574	0.0416169	-0.101148	0.00401737
1	575	0.0714636	-0.100848	0.00402159
1	576	0.102179	-0.100495	0.00403002
1	577	0.133664	-0.10009	0.00404342
1	578	0.165803	-0.0996295	0.00406251
1	579	0.198466	-0.0991147	0.00408798
1	580	0.23151	-0.0985446	0.00412049
1	581	0.26478	-0.0979193	0.00416058
1	582	0.298105	-0.0972388	0.00420871
1	583	0.331306	-0.0965038	0.00426519
