ch_index	index	x	y
6	20	0.918643	0.395088
6	27	-0.99935	0.0360596
6	5	-0.899859	-0.436181
6	12	0.162934	-0.986637
6	9	0.828785	-0.559567
6	15	-0.898197	-0.439593
6	6	-0.278816	-0.960344
6	4	-0.98968	0.143298
6	24	-0.999094	0.0425475
6	16	-0.182645	0.983179
6	22	0.105631	0.994405
6	14	0.490951	0.871187
6	8	-0.556778	-0.830661
6	32	-0.742544	-0.669797
6	10	-0.69137	0.722501
6	21	0.029236	-0.999573
6	33	-0.874885	-0.48433
6	13	0.991194	0.132421
6	30	-0.98434	0.176281
6	3	-0.488159	0.872755
6	31	-0.861008	-0.508592
6	28	-0.0495759	0.99877
6	29	0.067379	0.997727
6	11	0.517489	-0.85569
6	1	0.482205	0.876058
6	23	0.34881	0.937194
6	26	-0.991421	0.130705
6	0	0.717473	0.696586
7	0	0.717473	0.696586
7	1	0.482205	0.876058
7	2	-0.127518	-0.991836
7	3	-0.488159	0.872755
7	4	-0.98968	0.143298
7	24	-0.999094	0.0425475
7	21	0.029236	-0.999573
7	7	0.857503	0.514478
7	8	-0.556778	-0.830661
7	9	0.828785	-0.559567
7	10	-0.69137	0.722501
7	29	0.067379	0.997727
7	12	0.162934	-0.986637
7	13	0.991194	0.132421
7	14	0.490951	0.871187
7	15	-0.898197	-0.439593
7	23	0.34881	0.937194
7	17	-0.958776	-0.284163
7	18	0.994097	0.108496
7	19	-0.866511	-0.499159
7	20	0.918643	0.395088
7	6	-0.278816	-0.960344
7	22	0.105631	0.994405
7	16	-0.182645	0.983179
7	30	-0.98434	0.176281
7	25	0.0379884	-0.999278
7	26	-0.991421	0.130705
7	27	-0.99935	0.0360596
7	28	-0.0495759	0.99877
7	31	-0.861008	-0.508592
7	5	-0.899859	-0.436181
7	11	0.517489	-0.85569
7	32	-0.742544	-0.669797
7	33	-0.874885	-0.48433
7	0	0.717473	0.696586
8	0	0.717473	0.696586
8	1	0.482205	0.876058
8	29	0.067379	0.997727
8	31	-0.861008	-0.508592
8	20	0.918643	0.395088
8	22	0.105631	0.994405
8	32	-0.742544	-0.669797
8	7	0.857503	0.514478
8	9	0.828785	-0.559567
8	8	-0.556778	-0.830661
8	6	-0.278816	-0.960344
8	5	-0.899859	-0.436181
8	12	0.162934	-0.986637
8	13	0.991194	0.132421
8	14	0.490951	0.871187
8	2	-0.127518	-0.991836
8	16	-0.182645	0.983179
8	17	-0.958776	-0.284163
8	18	0.994097	0.108496
8	19	-0.866511	-0.499159
8	28	-0.0495759	0.99877
8	21	0.029236	-0.999573
8	27	-0.99935	0.0360596
8	23	0.34881	0.937194
8	24	-0.999094	0.0425475
8	25	0.0379884	-0.999278
8	26	-0.991421	0.130705
8	11	0.517489	-0.85569
8	4	-0.98968	0.143298
8	10	-0.69137	0.722501
8	30	-0.98434	0.176281
8	3	-0.488159	0.872755
8	15	-0.898197	-0.439593
8	33	-0.874885	-0.48433
8	0	0.717473	0.696586
9	0	0.717473	0.696586
9	11	0.517489	-0.85569
9	2	-0.127518	-0.991836
9	21	0.029236	-0.999573
9	30	-0.98434	0.176281
9	5	-0.899859	-0.436181
9	6	-0.278816	-0.960344
9	15	-0.898197	-0.439593
9	18	0.994097	0.108496
9	9	0.828785	-0.559567
9	20	0.918643	0.395088
9	23	0.34881	0.937194
9	22	0.105631	0.994405
9	12	0.162934	-0.986637
9	33	-0.874885	-0.48433
9	3	-0.488159	0.872755
9	28	-0.0495759	0.99877
9	17	-0.958776	-0.284163
9	32	-0.742544	-0.669797
9	16	-0.182645	0.983179
9	10	-0.69137	0.722501
9	13	0.991194	0.132421
9	4	-0.98968	0.143298
9	1	0.482205	0.876058
9	14	0.490951	0.871187
9	25	0.0379884	-0.999278
9	24	-0.999094	0.0425475
9	27	-0.99935	0.0360596
9	31	-0.861008	-0.508592
9	29	0.067379	0.997727
9	7	0.857503	0.514478
9	8	-0.556778	-0.830661
9	26	-0.991421	0.130705
9	19	-0.866511	-0.499159
9	0	0.717473	0.696586
10	0	0.717473	0.696586
10	1	0.482205	0.876058
10	2	-0.127518	-0.991836
10	31	-0.861008	-0.508592
10	26	-0.991421	0.130705
10	21	0.029236	-0.999573
10	29	0.067379	0.997727
10	10	-0.69137	0.722501
10	8	-0.556778	-0.830661
10	19	-0.866511	-0.499159
10	13	0.991194	0.132421
10	17	-0.958776	-0.284163
10	30	-0.98434	0.176281
10	6	-0.278816	-0.960344
10	28	-0.0495759	0.99877
10	15	-0.898197	-0.439593
10	23	0.34881	0.937194
10	22	0.105631	0.994405
10	18	0.994097	0.108496
10	9	0.828785	-0.559567
10	20	0.918643	0.395088
10	7	0.857503	0.514478
10	12	0.162934	-0.986637
10	14	0.490951	0.871187
10	3	-0.488159	0.872755
10	16	-0.182645	0.983179
10	25	0.0379884	-0.999278
10	27	-0.99935	0.0360596
10	32	-0.742544	-0.669797
10	4	-0.98968	0.143298
10	5	-0.899859	-0.436181
10	24	-0.999094	0.0425475
10	33	-0.874885	-0.48433
10	11	0.517489	-0.85569
10	0	0.717473	0.696586
11	0	0.717473	0.696586
11	1	0.482205	0.876058
11	2	-0.127518	-0.991836
11	3	-0.488159	0.872755
11	17	-0.958776	-0.284163
11	5	-0.899859	-0.436181
11	9	0.828785	-0.559567
11	7	0.857503	0.514478
11	8	-0.556778	-0.830661
11	22	0.105631	0.994405
11	10	-0.69137	0.722501
11	13	0.991194	0.132421
11	21	0.029236	-0.999573
11	28	-0.0495759	0.99877
11	4	-0.98968	0.143298
11	15	-0.898197	-0.439593
11	16	-0.182645	0.983179
11	19	-0.866511	-0.499159
11	24	-0.999094	0.0425475
11	14	0.490951	0.871187
11	30	-0.98434	0.176281
11	26	-0.991421	0.130705
11	6	-0.278816	-0.960344
11	31	-0.861008	-0.508592
11	11	0.517489	-0.85569
11	18	0.994097	0.108496
11	12	0.162934	-0.986637
11	20	0.918643	0.395088
11	25	0.0379884	-0.999278
11	29	0.067379	0.997727
11	27	-0.99935	0.0360596
11	23	0.34881	0.937194
11	32	-0.742544	-0.669797
11	33	-0.874885	-0.48433
11	0	0.717473	0.696586
12	0	0.717473	0.696586
12	31	-0.861008	-0.508592
12	4	-0.98968	0.143298
12	17	-0.958776	-0.284163
12	28	-0.0495759	0.99877
12	20	0.918643	0.395088
12	1	0.482205	0.876058
12	7	0.857503	0.514478
12	25	0.0379884	-0.999278
12	9	0.828785	-0.559567
12	10	-0.69137	0.722501
12	11	0.517489	-0.85569
12	8	-0.556778	-0.830661
12	13	0.991194	0.132421
12	33	-0.874885	-0.48433
12	3	-0.488159	0.872755
12	23	0.34881	0.937194
12	6	-0.278816	-0.960344
12	15	-0.898197	-0.439593
12	30	-0.98434	0.176281
12	26	-0.991421	0.130705
12	5	-0.899859	-0.436181
12	21	0.029236	-0.999573
12	16	-0.182645	0.983179
12	24	-0.999094	0.0425475
12	22	0.105631	0.994405
12	19	-0.866511	-0.499159
12	2	-0.127518	-0.991836
12	32	-0.742544	-0.669797
12	29	0.067379	0.997727
12	12	0.162934	-0.986637
12	18	0.994097	0.108496
12	27	-0.99935	0.0360596
12	14	0.490951	0.871187
12	0	0.717473	0.696586
13	0	0.717473	0.696586
13	1	0.482205	0.876058
13	2	-0.127518	-0.991836
13	3	-0.488159	0.872755
13	4	-0.98968	0.143298
13	17	-0.958776	-0.284163
13	6	-0.278816	-0.960344
13	7	0.857503	0.514478
13	8	-0.556778	-0.830661
13	9	0.828785	-0.559567
13	27	-0.99935	0.0360596
13	11	0.517489	-0.85569
13	12	0.162934	-0.986637
13	24	-0.999094	0.0425475
13	14	0.490951	0.871187
13	15	-0.898197	-0.439593
13	16	-0.182645	0.983179
13	5	-0.899859	-0.436181
13	19	-0.866511	-0.499159
13	18	0.994097	0.108496
13	20	0.918643	0.395088
13	21	0.029236	-0.999573
13	22	0.105631	0.994405
13	23	0.34881	0.937194
13	13	0.991194	0.132421
13	25	0.0379884	-0.999278
13	26	-0.991421	0.130705
13	10	-0.69137	0.722501
13	28	-0.0495759	0.99877
13	29	0.067379	0.997727
13	30	-0.98434	0.176281
13	31	-0.861008	-0.508592
13	32	-0.742544	-0.669797
13	33	-0.874885	-0.48433
13	0	0.717473	0.696586
14	0	0.717473	0.696586
14	6	-0.278816	-0.960344
14	17	-0.958776	-0.284163
14	3	-0.488159	0.872755
14	9	0.828785	-0.559567
14	5	-0.899859	-0.436181
14	27	-0.99935	0.0360596
14	7	0.857503	0.514478
14	33	-0.874885	-0.48433
14	31	-0.861008	-0.508592
14	23	0.34881	0.937194
14	19	-0.866511	-0.499159
14	14	0.490951	0.871187
14	24	-0.999094	0.0425475
14	12	0.162934	-0.986637
14	25	0.0379884	-0.999278
14	16	-0.182645	0.983179
14	15	-0.898197	-0.439593
14	18	0.994097	0.108496
14	1	0.482205	0.876058
14	20	0.918643	0.395088
14	28	-0.0495759	0.99877
14	8	-0.556778	-0.830661
14	10	-0.69137	0.722501
14	13	0.991194	0.132421
14	2	-0.127518	-0.991836
14	26	-0.991421	0.130705
14	11	0.517489	-0.85569
14	21	0.029236	-0.999573
14	29	0.067379	0.997727
14	30	-0.98434	0.176281
14	4	-0.98968	0.143298
14	32	-0.742544	-0.669797
14	22	0.105631	0.994405
14	0	0.717473	0.696586
15	0	0.717473	0.696586
15	29	0.067379	0.997727
15	19	-0.866511	-0.499159
15	12	0.162934	-0.986637
15	4	-0.98968	0.143298
15	26	-0.991421	0.130705
15	1	0.482205	0.876058
15	7	0.857503	0.514478
15	33	-0.874885	-0.48433
15	9	0.828785	-0.559567
15	3	-0.488159	0.872755
15	28	-0.0495759	0.99877
15	14	0.490951	0.871187
15	27	-0.99935	0.0360596
15	23	0.34881	0.937194
15	13	0.991194	0.132421
15	16	-0.182645	0.983179
15	17	-0.958776	-0.284163
15	18	0.994097	0.108496
15	22	0.105631	0.994405
15	24	-0.999094	0.0425475
15	31	-0.861008	-0.508592
15	32	-0.742544	-0.669797
15	21	0.029236	-0.999573
15	2	-0.127518	-0.991836
15	11	0.517489	-0.85569
15	25	0.0379884	-0.999278
15	20	0.918643	0.395088
15	6	-0.278816	-0.960344
15	15	-0.898197	-0.439593
15	10	-0.69137	0.722501
15	30	-0.98434	0.176281
15	5	-0.899859	-0.436181
15	8	-0.556778	-0.830661
15	0	0.717473	0.696586
16	0	0.717473	0.696586
16	2	-0.127518	-0.991836
16	1	0.482205	0.876058
16	23	0.34881	0.937194
16	6	-0.278816	-0.960344
16	4	-0.98968	0.143298
16	14	0.490951	0.871187
16	17	-0.958776	-0.284163
16	26	-0.991421	0.130705
16	9	0.828785	-0.559567
16	11	0.517489	-0.85569
16	12	0.162934	-0.986637
16	10	-0.69137	0.722501
16	13	0.991194	0.132421
16	5	-0.899859	-0.436181
16	15	-0.898197	-0.439593
16	29	0.067379	0.997727
16	7	0.857503	0.514478
16	18	0.994097	0.108496
16	21	0.029236	-0.999573
16	20	0.918643	0.395088
16	19	-0.866511	-0.499159
16	22	0.105631	0.994405
16	30	-0.98434	0.176281
16	24	-0.999094	0.0425475
16	25	0.0379884	-0.999278
16	8	-0.556778	-0.830661
16	27	-0.99935	0.0360596
16	31	-0.861008	-0.508592
16	16	-0.182645	0.983179
16	3	-0.488159	0.872755
16	28	-0.0495759	0.99877
16	32	-0.742544	-0.669797
16	33	-0.874885	-0.48433
16	0	0.717473	0.696586
17	0	0.717473	0.696586
17	1	0.482205	0.876058
17	2	-0.127518	-0.991836
17	3	-0.488159	0.872755
17	4	-0.98968	0.143298
17	5	-0.899859	-0.436181
17	6	-0.278816	-0.960344
17	7	0.857503	0.514478
17	8	-0.556778	-0.830661
17	9	0.828785	-0.559567
17	10	-0.69137	0.722501
17	18	0.994097	0.108496
17	12	0.162934	-0.986637
17	13	0.991194	0.132421
17	14	0.490951	0.871187
17	15	-0.898197	-0.439593
17	16	-0.182645	0.983179
17	17	-0.958776	-0.284163
17	11	0.517489	-0.85569
17	31	-0.861008	-0.508592
17	20	0.918643	0.395088
17	21	0.029236	-0.999573
17	22	0.105631	0.994405
17	23	0.34881	0.937194
17	24	-0.999094	0.0425475
17	25	0.0379884	-0.999278
17	26	-0.991421	0.130705
17	19	-0.866511	-0.499159
17	28	-0.0495759	0.99877
17	29	0.067379	0.997727
17	30	-0.98434	0.176281
17	27	-0.99935	0.0360596
17	32	-0.742544	-0.669797
17	33	-0.874885	-0.48433
17	0	0.717473	0.696586
18	0	0.717473	0.696586
18	10	-0.69137	0.722501
18	3	-0.488159	0.872755
18	30	-0.98434	0.176281
18	29	0.067379	0.997727
18	5	-0.899859	-0.436181
18	8	-0.556778	-0.830661
18	7	0.857503	0.514478
18	6	-0.278816	-0.960344
18	2	-0.127518	-0.991836
18	1	0.482205	0.876058
18	33	-0.874885	-0.48433
18	12	0.162934	-0.986637
18	13	0.991194	0.132421
18	18	0.994097	0.108496
18	15	-0.898197	-0.439593
18	28	-0.0495759	0.99877
18	25	0.0379884	-0.999278
18	16	-0.182645	0.983179
18	19	-0.866511	-0.499159
18	20	0.918643	0.395088
18	21	0.029236	-0.999573
18	27	-0.99935	0.0360596
18	14	0.490951	0.871187
18	4	-0.98968	0.143298
18	32	-0.742544	-0.669797
18	26	-0.991421	0.130705
18	9	0.828785	-0.559567
18	11	0.517489	-0.85569
18	24	-0.999094	0.0425475
18	17	-0.958776	-0.284163
18	31	-0.861008	-0.508592
18	22	0.105631	0.994405
18	23	0.34881	0.937194
18	0	0.717473	0.696586
19	0	0.717473	0.696586
19	1	0.482205	0.876058
19	2	-0.127518	-0.991836
19	32	-0.742544	-0.669797
19	4	-0.98968	0.143298
19	5	-0.899859	-0.436181
19	33	-0.874885	-0.48433
19	24	-0.999094	0.0425475
19	3	-0.488159	0.872755
19	13	0.991194	0.132421
19	10	-0.69137	0.722501
19	15	-0.898197	-0.439593
19	11	0.517489	-0.85569
19	9	0.828785	-0.559567
19	12	0.162934	-0.986637
19	20	0.918643	0.395088
19	8	-0.556778	-0.830661
19	21	0.029236	-0.999573
19	18	0.994097	0.108496
19	31	-0.861008	-0.508592
19	7	0.857503	0.514478
19	29	0.067379	0.997727
19	22	0.105631	0.994405
19	19	-0.866511	-0.499159
19	6	-0.278816	-0.960344
19	25	0.0379884	-0.999278
19	30	-0.98434	0.176281
19	27	-0.99935	0.0360596
19	16	-0.182645	0.983179
19	14	0.490951	0.871187
19	26	-0.991421	0.130705
19	28	-0.0495759	0.99877
19	23	0.34881	0.937194
19	17	-0.958776	-0.284163
19	0	0.717473	0.696586
20	0	0.717473	0.696586
20	1	0.482205	0.876058
20	15	-0.898197	-0.439593
20	3	-0.488159	0.872755
20	4	-0.98968	0.143298
20	31	-0.861008	-0.508592
20	17	-0.958776	-0.284163
20	7	0.857503	0.514478
20	9	0.828785	-0.559567
20	25	0.0379884	-0.999278
20	2	-0.127518	-0.991836
20	23	0.34881	0.937194
20	30	-0.98434	0.176281
20	10	-0.69137	0.722501
20	19	-0.866511	-0.499159
20	21	0.029236	-0.999573
20	22	0.105631	0.994405
20	12	0.162934	-0.986637
20	18	0.994097	0.108496
20	33	-0.874885	-0.48433
20	5	-0.899859	-0.436181
20	6	-0.278816	-0.960344
20	29	0.067379	0.997727
20	11	0.517489	-0.85569
20	27	-0.99935	0.0360596
20	24	-0.999094	0.0425475
20	32	-0.742544	-0.669797
20	28	-0.0495759	0.99877
20	14	0.490951	0.871187
20	16	-0.182645	0.983179
20	13	0.991194	0.132421
20	20	0.918643	0.395088
20	26	-0.991421	0.130705
20	8	-0.556778	-0.830661
20	0	0.717473	0.696586
21	0	0.717473	0.696586
21	1	0.482205	0.876058
21	23	0.34881	0.937194
21	3	-0.488159	0.872755
21	7	0.857503	0.514478
21	26	-0.991421	0.130705
21	33	-0.874885	-0.48433
21	9	0.828785	-0.559567
21	8	-0.556778	-0.830661
21	20	0.918643	0.395088
21	6	-0.278816	-0.960344
21	11	0.517489	-0.85569
21	19	-0.866511	-0.499159
21	27	-0.99935	0.0360596
21	31	-0.861008	-0.508592
21	21	0.029236	-0.999573
21	16	-0.182645	0.983179
21	17	-0.958776	-0.284163
21	5	-0.899859	-0.436181
21	13	0.991194	0.132421
21	12	0.162934	-0.986637
21	18	0.994097	0.108496
21	4	-0.98968	0.143298
21	30	-0.98434	0.176281
21	24	-0.999094	0.0425475
21	15	-0.898197	-0.439593
21	2	-0.127518	-0.991836
21	22	0.105631	0.994405
21	14	0.490951	0.871187
21	29	0.067379	0.997727
21	28	-0.0495759	0.99877
21	10	-0.69137	0.722501
21	32	-0.742544	-0.669797
21	25	0.0379884	-0.999278
21	0	0.717473	0.696586
22	0	0.717473	0.696586
22	33	-0.874885	-0.48433
22	1	0.482205	0.876058
22	3	-0.488159	0.872755
22	16	-0.182645	0.983179
22	5	-0.899859	-0.436181
22	25	0.0379884	-0.999278
22	22	0.105631	0.994405
22	8	-0.556778	-0.830661
22	9	0.828785	-0.559567
22	18	0.994097	0.108496
22	4	-0.98968	0.143298
22	23	0.34881	0.937194
22	21	0.029236	-0.999573
22	11	0.517489	-0.85569
22	30	-0.98434	0.176281
22	13	0.991194	0.132421
22	17	-0.958776	-0.284163
22	20	0.918643	0.395088
22	10	-0.69137	0.722501
22	27	-0.99935	0.0360596
22	6	-0.278816	-0.960344
22	24	-0.999094	0.0425475
22	14	0.490951	0.871187
22	12	0.162934	-0.986637
22	19	-0.866511	-0.499159
22	2	-0.127518	-0.991836
22	26	-0.991421	0.130705
22	28	-0.0495759	0.99877
22	29	0.067379	0.997727
22	15	-0.898197	-0.439593
22	31	-0.861008	-0.508592
22	32	-0.742544	-0.669797
22	7	0.857503	0.514478
22	0	0.717473	0.696586
23	0	0.717473	0.696586
23	11	0.517489	-0.85569
23	2	-0.127518	-0.991836
23	3	-0.488159	0.872755
23	4	-0.98968	0.143298
23	5	-0.899859	-0.436181
23	6	-0.278816	-0.960344
23	7	0.857503	0.514478
23	17	-0.958776	-0.284163
23	9	0.828785	-0.559567
23	10	-0.69137	0.722501
23	26	-0.991421	0.130705
23	12	0.162934	-0.986637
23	13	0.991194	0.132421
23	14	0.490951	0.871187
23	15	-0.898197	-0.439593
23	16	-0.182645	0.983179
23	22	0.105631	0.994405
23	18	0.994097	0.108496
23	19	-0.866511	-0.499159
23	20	0.918643	0.395088
23	21	0.029236	-0.999573
23	8	-0.556778	-0.830661
23	23	0.34881	0.937194
23	24	-0.999094	0.0425475
23	25	0.0379884	-0.999278
23	28	-0.0495759	0.99877
23	27	-0.99935	0.0360596
23	1	0.482205	0.876058
23	29	0.067379	0.997727
23	30	-0.98434	0.176281
23	31	-0.861008	-0.508592
23	32	-0.742544	-0.669797
23	33	-0.874885	-0.48433
23	0	0.717473	0.696586
24	0	0.717473	0.696586
24	31	-0.861008	-0.508592
24	32	-0.742544	-0.669797
24	23	0.34881	0.937194
24	29	0.067379	0.997727
24	11	0.517489	-0.85569
24	6	-0.278816	-0.960344
24	20	0.918643	0.395088
24	9	0.828785	-0.559567
24	8	-0.556778	-0.830661
24	10	-0.69137	0.722501
24	12	0.162934	-0.986637
24	5	-0.899859	-0.436181
24	13	0.991194	0.132421
24	14	0.490951	0.871187
24	15	-0.898197	-0.439593
24	27	-0.99935	0.0360596
24	17	-0.958776	-0.284163
24	28	-0.0495759	0.99877
24	19	-0.866511	-0.499159
24	16	-0.182645	0.983179
24	21	0.029236	-0.999573
24	22	0.105631	0.994405
24	30	-0.98434	0.176281
24	2	-0.127518	-0.991836
24	25	0.0379884	-0.999278
24	18	0.994097	0.108496
24	24	-0.999094	0.0425475
24	4	-0.98968	0.143298
24	3	-0.488159	0.872755
24	33	-0.874885	-0.48433
24	1	0.482205	0.876058
24	7	0.857503	0.514478
24	26	-0.991421	0.130705
24	0	0.717473	0.696586
25	0	0.717473	0.696586
25	21	0.029236	-0.999573
25	3	-0.488159	0.872755
25	27	-0.99935	0.0360596
25	1	0.482205	0.876058
25	29	0.067379	0.997727
25	32	-0.742544	-0.669797
25	12	0.162934	-0.986637
25	23	0.34881	0.937194
25	9	0.828785	-0.559567
25	10	-0.69137	0.722501
25	13	0.991194	0.132421
25	31	-0.861008	-0.508592
25	7	0.857503	0.514478
25	18	0.994097	0.108496
25	4	-0.98968	0.143298
25	19	-0.866511	-0.499159
25	17	-0.958776	-0.284163
25	24	-0.999094	0.0425475
25	26	-0.991421	0.130705
25	25	0.0379884	-0.999278
25	14	0.490951	0.871187
25	22	0.105631	0.994405
25	28	-0.0495759	0.99877
25	20	0.918643	0.395088
25	11	0.517489	-0.85569
25	5	-0.899859	-0.436181
25	2	-0.127518	-0.991836
25	8	-0.556778	-0.830661
25	6	-0.278816	-0.960344
25	15	-0.898197	-0.439593
25	30	-0.98434	0.176281
25	16	-0.182645	0.983179
25	33	-0.874885	-0.48433
25	0	0.717473	0.696586
26	0	0.717473	0.696586
26	1	0.482205	0.876058
26	21	0.029236	-0.999573
26	3	-0.488159	0.872755
26	10	-0.69137	0.722501
26	11	0.517489	-0.85569
26	6	-0.278816	-0.960344
26	7	0.857503	0.514478
26	8	-0.556778	-0.830661
26	29	0.067379	0.997727
26	24	-0.999094	0.0425475
26	27	-0.99935	0.0360596
26	30	-0.98434	0.176281
26	19	-0.866511	-0.499159
26	18	0.994097	0.108496
26	17	-0.958776	-0.284163
