block	ave	block_ave	err
161	0.0893841	0.0839522	0.000581827
162	0.0844964	0.0839555	0.000578256
163	0.086328	0.08397	0.000574901
164	0.0800323	0.0839461	0.000571905
165	0.0849174	0.0839519	0.000568479
166	0.0729708	0.0838862	0.000568878
167	0.0818167	0.0838739	0.000565616
168	0.0711671	0.0837987	0.000567264
169	0.0866763	0.0838156	0.000564171
170	0.0861742	0.0838294	0.000561032
171	0.0714276	0.0837573	0.000562402
172	0.0961602	0.083829	0.000563719
173	0.0821497	0.0838193	0.000560553
174	0.0823541	0.083811	0.000557403
175	0.0650117	0.0837042	0.000564426
176	0.0935481	0.0837598	0.000563977
177	0.0896716	0.083793	0.000561783
178	0.0837114	0.0837925	0.000558635
179	0.0858187	0.0838038	0.000555637
180	0.0918535	0.0838483	0.000554346
181	0.0859153	0.0838596	0.000551409
182	0.0895734	0.0838908	0.000549275
183	0.0814698	0.0838777	0.00054644
184	0.0899196	0.0839103	0.000544459
185	0.0871552	0.0839278	0.000541805
186	0.0961261	0.083993	0.000542833
187	0.0883502	0.0840162	0.000540435
188	0.0799638	0.0839947	0.000537996
189	0.0739635	0.083942	0.000537755
190	0.0737138	0.0838884	0.000537605
191	0.0817389	0.0838772	0.000534915
192	0.0888452	0.0839029	0.000532759
193	0.0713655	0.0838383	0.000533931
194	0.0847464	0.083843	0.000531206
195	0.0857877	0.0838529	0.000528582
196	0.0793941	0.0838303	0.000526379
197	0.0735159	0.0837782	0.000526298
198	0.089687	0.0838079	0.000524488
199	0.0825969	0.0838018	0.000521894
200	0.0750409	0.0837582	0.000521117
201	0.087855	0.0837785	0.000518927
202	0.0844593	0.0837819	0.000516376
203	0.0711069	0.0837197	0.000517581
204	0.0828562	0.0837155	0.000515067
205	0.0886577	0.0837395	0.000513122
206	0.0687477	0.0836671	0.000515747
207	0.0819525	0.0836588	0.000513328
208	0.0834059	0.0836576	0.000510868
209	0.0715136	0.0835998	0.000511707
210	0.0839708	0.0836016	0.000509279
211	0.0874743	0.0836198	0.0005072
212	0.0743803	0.0835764	0.000506674
213	0.0665088	0.0834967	0.000510568
214	0.0764616	0.083464	0.00050924
215	0.0855255	0.0834735	0.000506967
216	0.0756057	0.0834373	0.000505926
217	0.0664597	0.0833594	0.000509586
218	0.0750597	0.0833215	0.000508668
219	0.0819256	0.0833151	0.00050639
220	0.0839149	0.0833179	0.000504101
221	0.0871464	0.0833351	0.000502121
222	0.0896697	0.0833635	0.000500671
223	0.0886556	0.0833871	0.000498991
224	0.0818069	0.0833801	0.000496818
225	0.0930351	0.0834228	0.000496456
226	0.0950595	0.0834741	0.000496915
227	0.0737151	0.0834313	0.000496579
228	0.0766729	0.0834018	0.000495286
229	0.0817872	0.0833948	0.000493178
230	0.0905764	0.0834258	0.000492022
231	0.0819131	0.0834193	0.00048994
232	0.0767299	0.0833906	0.000488676
233	0.0766792	0.0833619	0.000487428
234	0.0860206	0.0833732	0.000485481
235	0.0825236	0.0833696	0.000483433
236	0.0832513	0.0833691	0.000481389
237	0.0911316	0.0834018	0.000480471
238	0.0816333	0.0833944	0.000478513
239	0.0863831	0.0834068	0.000476678
240	0.0788888	0.0833881	0.000475066
241	0.0826236	0.0833849	0.000473109
242	0.0892642	0.0834091	0.000471779
243	0.0668003	0.083341	0.000474747
244	0.0870625	0.0833562	0.000473049
245	0.0815867	0.083349	0.000471177
246	0.0952291	0.0833971	0.000471724
247	0.0975172	0.0834541	0.000473256
248	0.0867284	0.0834672	0.000471534
249	0.0851482	0.0834739	0.000469693
250	0.0815293	0.0834662	0.000467882
251	0.085095	0.0834727	0.000466066
252	0.0849194	0.0834784	0.000464256
253	0.0729338	0.0834369	0.000464284
254	0.0837185	0.083438	0.000462461
255	0.0949742	0.083483	0.00046285
256	0.0828959	0.0834807	0.000461051
257	0.102554	0.0835547	0.000465173
258	0.0780973	0.0835336	0.000463852
259	0.0805513	0.0835221	0.000462207
260	0.0788483	0.0835042	0.000460781
261	0.0769646	0.0834793	0.000459697
262	0.0831527	0.083478	0.000457947
263	0.0836102	0.0834785	0.000456209
264	0.0885463	0.0834976	0.000454887
265	0.0794961	0.0834826	0.000453423
266	0.0846487	0.083487	0.000451743
267	0.0838368	0.0834883	0.000450056
268	0.090936	0.083516	0.000449234
269	0.0876915	0.0835314	0.000447834
270	0.0868553	0.0835437	0.000446347
271	0.0781748	0.083524	0.000445141
272	0.0938684	0.0835618	0.000445123
273	0.0815107	0.0835544	0.000443559
274	0.0812846	0.0835461	0.00044202
275	0.0934808	0.0835821	0.000441884
276	0.0867773	0.0835936	0.000440437
277	0.0893477	0.0836143	0.000439337
278	0.0914388	0.0836424	0.000438657
279	0.0733929	0.0836058	0.000438618
280	0.0930768	0.0836395	0.000438352
281	0.097038	0.083687	0.000439371
282	0.0802335	0.0836748	0.000437986
283	0.0797265	0.0836609	0.000436662
284	0.0695028	0.0836112	0.000437954
285	0.0835662	0.083611	0.00043642
286	0.081689	0.0836044	0.000434949
287	0.0833913	0.0836036	0.000433436
288	0.078679	0.0835866	0.00043227
289	0.0838534	0.0835875	0.000430778
290	0.0841064	0.0835893	0.000429299
291	0.0850637	0.0835943	0.000427856
292	0.0812346	0.0835863	0.000426469
293	0.077749	0.0835664	0.000425479
294	0.0811378	0.0835582	0.000424114
295	0.0819716	0.0835528	0.000422713
296	0.0709139	0.0835103	0.000423431
297	0.0801055	0.0834988	0.000422163
298	0.0763305	0.0834749	0.000421431
299	0.0905017	0.0834983	0.000420676
300	0.0844266	0.0835014	0.000419288
301	0.0947925	0.0835388	0.000419566
302	0.106202	0.0836136	0.000424816
303	0.0793566	0.0835996	0.000423648
304	0.0626659	0.0835309	0.000427798
305	0.0790238	0.0835162	0.000426652
306	0.0821631	0.0835118	0.000425283
307	0.08526	0.0835175	0.000423938
308	0.0751999	0.0834905	0.00042342
309	0.0826424	0.0834878	0.000422061
310	0.0892819	0.0835064	0.000421114
311	0.0851271	0.0835116	0.000419794
312	0.0811345	0.083504	0.00041852
313	0.0858949	0.0835117	0.000417254
314	0.0872967	0.0835237	0.000416101
315	0.0946049	0.0835587	0.000416262
316	0.0755465	0.0835335	0.000415716
317	0.0904091	0.0835551	0.00041497
318	0.0869127	0.0835656	0.000413801
319	0.0853077	0.0835711	0.000412542
320	0.0851049	0.0835758	0.000411282
321	0.0824956	0.0835725	0.000410017
322	0.0842508	0.0835746	0.000408751
323	0.0849509	0.0835788	0.00040751
324	0.0778288	0.0835611	0.000406639
325	0.0725879	0.0835275	0.000406785
326	0.0721015	0.0834925	0.000407041
327	0.07222	0.0834582	0.000407251
328	0.0897219	0.0834772	0.000406457
329	0.0828936	0.0834754	0.000405228
330	0.080633	0.0834668	0.000404093
331	0.0777602	0.0834497	0.00040324
332	0.0930293	0.0834784	0.000403056
333	0.0809517	0.0834709	0.000401918
334	0.0856155	0.0834773	0.000400768
335	0.0809602	0.0834698	0.000399643
336	0.094209	0.0835016	0.000399728
337	0.0865049	0.0835105	0.000398643
338	0.0858973	0.0835176	0.000397527
339	0.0787127	0.0835034	0.000396608
340	0.0799467	0.083493	0.000395581
341	0.0898054	0.0835115	0.000394854
342	0.0926766	0.0835382	0.000394607
343	0.0838309	0.083539	0.000393459
344	0.084819	0.0835427	0.000392335
345	0.0791969	0.0835302	0.000391401
346	0.0956794	0.0835652	0.000391839
347	0.0891456	0.0835812	0.00039104
348	0.0842851	0.0835832	0.000389923
349	0.0904378	0.0836028	0.0003893
350	0.0704791	0.0835654	0.000389986
351	0.0813861	0.0835592	0.000388926
352	0.0778425	0.0835431	0.000388161
353	0.0757287	0.083521	0.000387691
354	0.0861473	0.0835284	0.000386669
355	0.084237	0.0835304	0.000385586
356	0.0812838	0.0835241	0.000384556
357	0.0847822	0.0835276	0.000383496
358	0.088892	0.0835425	0.000382718
359	0.0777694	0.0835265	0.000381991
360	0.0711853	0.0834923	0.000382462
361	0.0823699	0.0834892	0.000381417
362	0.0725417	0.083459	0.000381558
363	0.0905919	0.0834786	0.000381013
364	0.087399	0.0834894	0.000380119
365	0.0921062	0.0835129	0.00037981
366	0.0694042	0.0834745	0.000380719
367	0.0784474	0.0834608	0.000379929
368	0.0949086	0.0834918	0.000380166
369	0.0846388	0.0834949	0.00037915
370	0.0784113	0.0834812	0.000378374
371	0.0763657	0.0834621	0.00037784
372	0.0919945	0.083485	0.00037752
373	0.077739	0.0834696	0.000376822
374	0.0681158	0.0834287	0.00037804
375	0.0917454	0.0834508	0.000377681
376	0.0852951	0.0834557	0.00037671
377	0.0808652	0.0834488	0.000375775
378	0.0829504	0.0834475	0.000374784
379	0.0890986	0.0834624	0.000374092
380	0.0943371	0.0834909	0.000374199
381	0.0849842	0.0834948	0.000373239
382	0.0789993	0.0834831	0.000372448
383	0.0790683	0.0834716	0.000371655
384	0.078949	0.0834599	0.000370874
385	0.0733924	0.0834338	0.00037083
386	0.0772393	0.0834178	0.000370217
387	0.0871805	0.0834275	0.000369389
388	0.0840235	0.083429	0.000368441
389	0.0848302	0.0834326	0.000367513
390	0.0787338	0.0834206	0.000366769
391	0.0867556	0.0834291	0.000365931
392	0.0849831	0.083433	0.00036502
393	0.0886046	0.0834462	0.000364329
394	0.0942214	0.0834735	0.000364428
395	0.0886514	0.0834865	0.000363742
396	0.0912896	0.0835062	0.000363356
397	0.0782971	0.0834931	0.000362678
398	0.083667	0.0834935	0.000361768
399	0.0747315	0.0834716	0.000361527
400	0.0799226	0.0834628	0.000360733
401	0.0770508	0.0834468	0.000360188
402	0.0708723	0.0834156	0.000360645
403	0.0827163	0.0834139	0.000359756
404	0.0705476	0.0833821	0.00036027
405	0.0843107	0.0833844	0.000359389
406	0.0965595	0.0834168	0.000359963
407	0.0902953	0.0834336	0.000359475
408	0.0927325	0.0834564	0.000359315
409	0.0648289	0.0834109	0.000361306
410	0.0908632	0.0834291	0.000360881
411	0.0780646	0.0834161	0.00036024
412	0.0858034	0.0834218	0.000359413
413	0.0886852	0.0834345	0.000358769
414	0.0767508	0.0834184	0.000358266
415	0.0849438	0.0834221	0.000357422
416	0.0805571	0.0834152	0.00035663
417	0.0786418	0.0834038	0.000355959
418	0.0899788	0.0834195	0.000355455
419	0.0739105	0.0833969	0.00035533
420	0.0929105	0.0834195	0.000355204
421	0.0851508	0.0834236	0.000354385
422	0.0863594	0.0834305	0.000353615
423	0.0803277	0.0834232	0.000352856
424	0.0853479	0.0834277	0.000352054
425	0.075686	0.0834095	0.000351696
426	0.0819168	0.0834061	0.000350889
427	0.0821225	0.0834031	0.000350081
428	0.0894888	0.0834172	0.000349552
429	0.0818932	0.0834137	0.000348756
430	0.0848926	0.0834171	0.000347963
431	0.0889803	0.08343	0.000347395
432	0.093296	0.0834528	0.00034734
433	0.0757261	0.083435	0.000346996
434	0.0877481	0.0834449	0.000346339
435	0.0768068	0.0834297	0.000345879
436	0.0745319	0.0834093	0.000345687
437	0.0939861	0.0834335	0.000345741
438	0.0901396	0.0834487	0.000345291
439	0.0930579	0.0834706	0.000345197
440	0.0654023	0.0834296	0.000346841
441	0.0836731	0.0834302	0.000346056
442	0.0914903	0.0834484	0.000345753
443	0.0787645	0.0834378	0.000345135
444	0.0724625	0.0834131	0.00034524
445	0.0913198	0.0834309	0.000344921
446	0.0837323	0.0834315	0.00034415
447	0.0905381	0.0834474	0.000343747
448	0.0947354	0.0834725	0.0003439
449	0.0897834	0.0834866	0.000343422
450	0.0782617	0.083475	0.000342855
451	0.0917093	0.0834932	0.000342581
452	0.0731236	0.0834703	0.000342589
453	0.0653206	0.0834303	0.000344163
454	0.0758295	0.0834136	0.000343812
455	0.0789869	0.0834039	0.000343195
456	0.070059	0.0833747	0.000343686
457	0.0764604	0.0833596	0.000343267
458	0.0868132	0.0833671	0.000342601
459	0.0968438	0.0833964	0.000343108
460	0.0814742	0.0833923	0.000342388
461	0.0780278	0.0833807	0.000341844
462	0.0844694	0.083383	0.000341113
463	0.0908151	0.083399	0.000340754
464	0.0823992	0.0833969	0.000340027
465	0.0721991	0.0833729	0.000340146
466	0.0837143	0.0833736	0.000339418
467	0.0748789	0.0833554	0.000339178
468	0.0900397	0.0833697	0.000338754
469	0.0754636	0.0833529	0.000338451
470	0.0889775	0.0833648	0.000337942
471	0.0827651	0.0833635	0.000337228
472	0.081516	0.0833596	0.000336537
473	0.0778803	0.0833481	0.000336025
474	0.0845911	0.0833507	0.000335327
475	0.10048	0.0833867	0.000336551
476	0.0911234	0.0834029	0.000336236
477	0.0844805	0.0834051	0.00033554
478	0.0930546	0.0834253	0.000335444
479	0.0853325	0.0834293	0.000334768
480	0.0877411	0.0834382	0.000334192
481	0.0855085	0.0834425	0.000333525
482	0.0850569	0.0834459	0.000332851
483	0.089613	0.0834586	0.000332407
484	0.0771501	0.0834456	0.000331975
485	0.0780783	0.0834346	0.000331476
486	0.0837814	0.0834353	0.000330795
487	0.0880403	0.0834447	0.000330251
488	0.0932042	0.0834647	0.000330179
489	0.0791501	0.0834559	0.000329622
490	0.0794087	0.0834476	0.000329053
491	0.0719524	0.0834243	0.000329214
492	0.0797354	0.0834168	0.000328631
493	0.0775982	0.083405	0.000328176
494	0.0861845	0.0834106	0.000327561
495	0.0894873	0.0834229	0.000327129
496	0.10192	0.0834601	0.000328585
497	0.0820494	0.0834572	0.000327937
498	0.094253	0.0834789	0.000327993
499	0.0835163	0.083479	0.000327337
500	0.0768733	0.0834658	0.000326948
501	0.0865723	0.083472	0.000326355
502	0.0894614	0.0834839	0.000325923
503	0.0879612	0.0834927	0.000325397
504	0.0810367	0.0834879	0.000324789
505	0.0828858	0.0834867	0.000324148
506	0.0730747	0.0834662	0.00032416
507	0.0920266	0.083483	0.000323959
508	0.0701811	0.0834569	0.000324377
509	0.086071	0.083462	0.000323781
510	0.0881825	0.0834712	0.000323278
511	0.0814102	0.0834672	0.000322672
512	0.100072	0.0834996	0.000323664
513	0.0770358	0.083487	0.000323279
514	0.0826819	0.0834854	0.000322654
515	0.0958046	0.0835093	0.000322912
516	0.0909837	0.0835238	0.000322611
517	0.078785	0.0835146	0.000322118
518	0.0921909	0.0835313	0.000321931
519	0.0808974	0.0835263	0.000321351
520	0.0738046	0.0835076	0.000321276
521	0.093064	0.0835259	0.000321182
522	0.080137	0.0835194	0.000320633
523	0.0807472	0.0835142	0.000320064
524	0.072196	0.0834926	0.00032018
525	0.0886741	0.0835024	0.000319723
526	0.0782721	0.0834925	0.00031927
527	0.087876	0.0835008	0.000318773
528	0.0995008	0.0835311	0.000319604
529	0.0890822	0.0835415	0.000319172
530	0.0799812	0.0835348	0.000318641
531	0.0839126	0.0835355	0.000318042
532	0.0844265	0.0835372	0.00031745
533	0.0962045	0.0835609	0.000317741
534	0.0823695	0.0835587	0.000317155
535	0.0808323	0.0835536	0.000316603
536	0.086283	0.0835587	0.000316054
537	0.0891733	0.0835691	0.000315639
538	0.0839602	0.0835699	0.000315053
539	0.0796894	0.0835627	0.000314551
540	0.0942654	0.0835825	0.000314592
541	0.0761644	0.0835688	0.000314309
542	0.0865811	0.0835743	0.000313779
543	0.0817686	0.083571	0.000313219
544	0.0876817	0.0835786	0.000312735
545	0.0788684	0.0835699	0.000312281
546	0.0954019	0.0835916	0.000312459
547	0.0914238	0.0836058	0.000312216
548	0.0814923	0.083602	0.00031167
549	0.0740757	0.0835847	0.000311585
550	0.0838436	0.0835851	0.000311019
551	0.0748561	0.0835693	0.000310858
552	0.0873212	0.0835761	0.000310369
553	0.0785736	0.0835671	0.00030994
554	0.0822392	0.0835647	0.00030939
555	0.097886	0.0835905	0.000309906
556	0.0899338	0.0836018	0.000309558
557	0.094634	0.0836216	0.000309635
558	0.077354	0.0836104	0.000309284
559	0.083888	0.0836109	0.000308731
560	0.0918131	0.0836255	0.000308527
561	0.0800891	0.0836192	0.000308042
562	0.0923955	0.0836348	0.000307889
563	0.0978884	0.0836601	0.00030838
564	0.0932709	0.0836771	0.000308303
565	0.0799277	0.0836705	0.000307829
566	0.0863383	0.0836752	0.000307322
567	0.0896351	0.0836857	0.00030696
568	0.0871571	0.0836918	0.000306481
569	0.082761	0.0836901	0.000305947
570	0.0863524	0.0836948	0.000305446
571	0.0869495	0.0837005	0.000304965
572	0.0792639	0.0836927	0.000304531
573	0.0787391	0.0836841	0.000304122
574	0.0856311	0.0836875	0.000303612
575	0.0810558	0.0836829	0.000303119
576	0.0869591	0.0836886	0.000302646
577	0.0797642	0.0836818	0.000302198
578	0.0887976	0.0836907	0.000301805
579	0.098089	0.0837155	0.000302305
580	0.0887415	0.0837241	0.000301909
581	0.0888311	0.0837329	0.000301517
582	0.0884223	0.083741	0.000301107
583	0.0826281	0.083739	0.000300597
584	0.0874838	0.0837454	0.000300151
585	0.0948002	0.0837643	0.000300232
586	0.0775487	0.0837537	0.000299907
587	0.0903277	0.0837649	0.000299605
588	0.078579	0.0837561	0.000299225
589	0.0918155	0.0837698	0.00029903
590	0.0920313	0.0837837	0.000298851
591	0.0851752	0.0837861	0.000298355
592	0.0650278	0.0837545	0.000299526
593	0.0793597	0.0837471	0.000299113
594	0.0773418	0.0837363	0.000298804
595	0.0852199	0.0837388	0.000298312
596	0.0942193	0.0837563	0.000298329
597	0.0843461	0.0837573	0.000297832
598	0.0859824	0.083761	0.000297357
599	0.0777236	0.083751	0.000297032
600	0.0777856	0.0837411	0.000296703
601	0.0812717	0.0837369	0.000296238
602	0.0713051	0.0837163	0.000296464
603	0.0828092	0.0837148	0.000295977
604	0.0920799	0.0837287	0.000295811
605	0.0802583	0.0837229	0.000295377
606	0.0857306	0.0837262	0.000294909
607	0.0830242	0.0837251	0.000294426
608	0.0713676	0.0837048	0.000294642
609	0.0867582	0.0837098	0.000294201
610	0.0868139	0.0837149	0.000293763
611	0.0839867	0.0837153	0.000293283
612	0.0833549	0.0837147	0.000292804
613	0.0864363	0.0837192	0.000292361
614	0.0741975	0.0837037	0.000292295
615	0.0910816	0.0837157	0.000292066
616	0.0835132	0.0837153	0.000291593
617	0.0914921	0.0837279	0.000291392
618	0.0840102	0.0837284	0.000290921
619	0.0924881	0.0837425	0.000290795
620	0.0861935	0.0837464	0.000290353
621	0.0910019	0.0837581	0.000290121
622	0.0797452	0.0837517	0.000289726
623	0.0773125	0.0837414	0.000289446
624	0.0762342	0.0837293	0.000289232
625	0.0805063	0.0837242	0.000288815
626	0.079777	0.0837179	0.000288423
627	0.0928047	0.0837324	0.000288327
628	0.0873339	0.0837381	0.000287925
629	0.0857891	0.0837413	0.000287486
630	0.0911071	0.083753	0.000287267
631	0.0785575	0.0837448	0.00028693
632	0.0943202	0.0837615	0.000286963
633	0.0784195	0.0837531	0.000286634
634	0.0815952	0.0837497	0.000286202
635	0.102255	0.0837788	0.00028723
636	0.0765022	0.0837674	0.000287006
637	0.0822672	0.083765	0.000286565
638	0.086993	0.0837701	0.000286161
639	0.0849638	0.0837719	0.00028572
640	0.0835905	0.0837716	0.000285274
641	0.0819906	0.0837689	0.000284842
642	0.0813463	0.0837651	0.000284424
643	0.0825936	0.0837633	0.000283988
644	0.0849226	0.0837651	0.000283553
645	0.0751453	0.0837517	0.000283428
646	0.0680927	0.0837275	0.000284023
647	0.0765786	0.0837165	0.000283798
648	0.0840288	0.083717	0.000283361
649	0.0823386	0.0837149	0.000282933
650	0.0943594	0.0837312	0.000282971
651	0.0721061	0.0837134	0.000283099
652	0.0747906	0.0836997	0.000282995
653	0.0803085	0.0836945	0.000282609
654	0.0675799	0.0836699	0.000283248
655	0.0807728	0.0836655	0.00028285
656	0.0935742	0.0836806	0.000282822
657	0.0864328	0.0836848	0.000282423
658	0.0846273	0.0836862	0.000281997
659	0.0827879	0.0836848	0.000281573
660	0.0835318	0.0836846	0.000281147
661	0.0831187	0.0836838	0.000280723
662	0.0937617	0.083699	0.000280711
663	0.098832	0.0837217	0.000281213
664	0.0776055	0.0837126	0.000280941
665	0.0750024	0.0836995	0.000280823
666	0.0834697	0.0836991	0.000280402
667	0.0789858	0.0836921	0.000280071
668	0.0794927	0.0836858	0.000279722
669	0.094011	0.0837012	0.000279729
670	0.0860251	0.0837047	0.000279334
671	0.0794757	0.0836984	0.000278989
672	0.0778797	0.0836897	0.000278708
673	0.0926896	0.0837031	0.000278614
674	0.0777745	0.0836943	0.00027834
675	0.0835417	0.0836941	0.000277928
676	0.0695326	0.0836732	0.000278304
677	0.0817735	0.0836704	0.000277908
678	0.0971926	0.0836903	0.000278212
679	0.0914889	0.0837017	0.000278039
680	0.0823675	0.0836998	0.000277637
681	0.0893611	0.0837081	0.000277354
682	0.0940312	0.0837232	0.00027736
683	0.0968212	0.0837423	0.000277615
684	0.0885238	0.0837493	0.000277298
685	0.0871829	0.0837543	0.000276938
686	0.0945372	0.08377	0.00027698
687	0.0713082	0.0837519	0.00027717
688	0.0825424	0.0837502	0.000276773
689	0.0825374	0.0837484	0.000276377
690	0.0973514	0.0837681	0.000276678
691	0.0784142	0.0837603	0.000276386
692	0.0801925	0.0837552	0.000276035
693	0.0839157	0.0837554	0.000275637
694	0.0732935	0.0837404	0.000275651
695	0.0923742	0.0837528	0.000275534
696	0.0808214	0.0837486	0.000275171
697	0.083466	0.0837482	0.000274777
698	0.0889716	0.0837556	0.000274485
699	0.0881788	0.083762	0.000274165
700	0.0759456	0.0837508	0.000274001
701	0.092452	0.0837632	0.000273891
702	0.0870622	0.0837679	0.000273541
703	0.082133	0.0837656	0.000273163
704	0.0855975	0.0837682	0.000272787
